id;date_iso;humidite;point_rose;press_sta;press_mer;vvent;visibilite;nebulosite;rafale_10min;precip_24h;precip_01h;temperature;temperatureoffset2;temperature_diurne;temperature_diurne_offset2;temperature_nocturne;temperature_nocturne_offset2;origine
64;2019-05-30;70.28;10.31;1004.1;1025.17;3.27;33.04;84.18;5.17;0.1;0;16.35;18.35;18.13;20.13;13.38;15.38;MF
24;2019-05-31;66.94;11.22;1003.62;1024.45;2.28;32.21;58.56;3.75;0.04;0;18.22;20.22;20.75;22.75;14;16;MF
398;2019-06-01;64.51;12.51;999.68;1020.19;2.26;30.77;30.26;3.7;0.03;0;20.35;22.35;23.36;25.36;15.33;17.33;MF
1159;2019-06-02;63.05;12.95;995.25;1015.51;3.13;28.38;57.56;4.94;0.04;0;21.29;23.29;23.82;25.82;17.06;19.06;MF
1092;2019-06-03;68.16;12.35;995.1;1015.56;2.81;28.81;81.26;4.5;0.46;0;18.9;20.9;20.4;22.4;16.41;18.41;MF
639;2019-06-04;69.85;12.72;988.81;1009.06;3.87;25.96;82.85;6.12;1.55;0.16;19.22;21.22;21.33;23.33;15.71;17.71;MF
884;2019-06-05;75.39;10.78;988.75;1009.26;3.67;26.49;88.81;5.9;6.92;0.36;15.86;17.86;16.98;18.98;14;16;MF
1122;2019-06-06;70.37;9.19;991.61;1012.43;3.51;29.87;82.6;5.66;5.13;0.03;15.07;17.07;16.62;18.62;12.5;14.5;MF
1103;2019-06-07;71.36;9.72;988.8;1009.39;6.27;27.39;89.21;10.3;3.94;0.24;15.42;17.42;16.38;18.38;13.8;15.8;MF
964;2019-06-08;63.72;8.21;1000.63;1021.55;4.53;29.73;77.83;7.36;3.37;0.04;15.96;17.96;17.76;19.76;12.98;14.98;MF
1093;2019-06-09;72.22;10.75;998.27;1019.11;2.91;28;92.27;4.64;1.15;0.07;16.18;18.18;17.63;19.63;13.76;15.76;MF
308;2019-06-10;79.61;11.39;994.13;1015.05;3.57;24.27;93.31;5.65;3.55;0.15;15.22;17.22;16.08;18.08;13.79;15.79;MF
950;2019-06-11;82.45;10.01;990.93;1012.09;3.01;23.99;94.11;4.79;5.29;0.18;13.14;15.14;14.07;16.07;11.6;13.6;MF
450;2019-06-12;76.12;9.74;991.45;1011.49;3.73;28.35;83.69;5.93;4.55;0.15;14.36;16.36;15.78;17.78;11.98;13.98;MF
371;2019-06-13;69.71;9.77;992.39;1012.64;3.7;31.52;76.61;5.88;1.53;0.04;16.1;18.1;18.23;20.23;12.55;14.55;MF
422;2019-06-14;72.57;11.62;992.2;1012.85;3.52;28.58;90.57;5.64;1.49;0.12;17.23;19.23;18.76;20.76;14.67;16.67;MF
263;2019-06-15;79.12;12.78;995.98;1016.81;3.61;23.94;90.75;5.81;5.24;0.25;16.73;18.73;17.8;19.8;14.96;16.96;MF
1100;2019-06-16;71.63;11.86;999.12;1019.94;3.16;25.84;74.72;5.13;2.34;0.01;17.62;19.62;19.58;21.58;14.34;16.34;MF
912;2019-06-17;66.56;12.45;996.59;1017.16;2.44;26.6;50.76;3.96;0.11;0;19.67;21.67;22.3;24.3;15.3;17.3;MF
272;2019-06-18;65.24;13.84;992.72;1012.38;2.94;26.21;80.82;4.64;0.31;0.02;21.46;23.46;23.73;25.73;17.66;19.66;MF
428;2019-06-19;68.96;13.68;991.01;1011.27;3.52;24.52;85.8;5.69;1.18;0.04;20.31;22.31;21.91;23.91;17.65;19.65;MF
136;2019-06-20;74.33;13.23;994.63;1015.3;3.22;28.12;84.97;5.14;1.96;0.08;18.27;20.27;19.58;21.58;16.08;18.08;MF
1101;2019-06-21;74.84;12.65;997.43;1018.24;2.97;28.22;81.04;4.74;2.68;0.15;17.61;19.61;19.08;21.08;15.16;17.16;MF
379;2019-06-22;69.43;12.71;996.62;1017.3;3.09;28.44;75.76;5.01;1.86;0.01;18.94;20.94;20.78;22.78;15.86;17.86;MF
706;2019-06-23;68.51;14.98;993.88;1014.15;3.01;27.08;77.74;4.75;0.14;0;21.64;23.64;24.03;26.03;17.65;19.65;MF
741;2019-06-24;70.13;16;995.42;1015.43;3.1;24.34;84.63;4.91;0.47;0.04;22.49;24.49;24.34;26.34;19.41;21.41;MF
122;2019-06-25;66.54;16.15;997.46;1017.59;3.09;23.37;74.77;4.98;1.27;0.02;23.7;25.7;25.84;27.84;20.14;22.14;MF
480;2019-06-26;62.08;17.02;999.55;1019.53;3.81;20.57;44.61;6.02;0.23;0.01;26.08;28.08;28.59;30.59;21.9;23.9;MF
544;2019-06-27;60.43;17.59;999.53;1019.52;3.92;19.65;40.4;6.17;0.03;0;26.99;28.99;29.22;31.22;23.27;25.27;MF
1094;2019-06-28;62.19;16.89;997.57;1017.67;3.55;21.62;46.8;5.58;0;0;25.74;27.74;27.8;29.8;22.32;24.32;MF
229;2019-06-29;62.61;16.82;995.18;1015.15;2.87;21.12;51.63;4.62;0;0;25.84;27.84;28.53;30.53;21.35;23.35;MF
215;2019-06-30;68.53;16.92;997.38;1017.45;3.15;22.12;74.57;5.1;0.05;0;23.76;25.76;25.52;27.52;20.82;22.82;MF
646;2019-07-01;69.46;15.53;998.97;1019.42;3.29;23.87;75.03;5.48;0.54;0;21.91;23.91;23.37;25.37;19.47;21.47;MF
525;2019-07-02;61.81;14.34;998.85;1019.12;3.71;29.08;67.99;6;1.04;0.01;22.71;24.71;24.46;26.46;19.21;21.21;MF
102;2019-07-03;60.54;13.54;998.33;1018.45;4.1;28.56;61.01;6.55;0.47;0;22.19;24.19;24.1;26.1;19;21;MF
554;2019-07-04;56.25;13.12;998.24;1018.58;3.59;30.51;31.19;5.83;0.33;0;23.18;25.18;25.48;27.48;19.36;21.36;MF
752;2019-07-05;57.35;14.2;996.22;1016.38;2.79;27.12;36.79;4.47;0.03;0;24.32;26.32;26.97;28.97;19.89;21.89;MF
461;2019-07-06;63.09;15.58;992.7;1012.85;2.66;26.69;62.4;4.41;0.34;0.06;23.84;25.84;26.06;28.06;20.15;22.15;MF
368;2019-07-07;68.4;15.6;993.36;1013.71;3.18;24.35;80.15;5.15;0.98;0.04;22.36;24.36;23.97;25.97;19.67;21.67;MF
605;2019-07-08;63.56;13.71;994.97;1015.54;3.44;24.74;76.39;5.56;0.43;0;21.73;23.73;23.52;25.52;18.74;20.74;MF
142;2019-07-09;58.86;11.33;997.41;1016.48;4.1;29.16;71.36;6.56;2.06;0.15;20.51;22.51;22.01;24.01;18.02;20.02;MF
33;2019-07-10;54.51;11.05;997.56;1016.76;3.05;32.55;57.75;5.1;0.72;0.01;21.56;23.56;23.74;25.74;17.93;19.93;MF
217;2019-07-11;60.5;13.05;995.48;1014.41;2.66;32.57;86.16;4.28;0.05;0.01;21.83;23.83;23.65;25.65;18.81;20.81;MF
1033;2019-07-12;63.29;13.99;996.34;1015.31;3.62;31.12;74.66;5.8;0.24;0.01;22.09;24.09;23.89;25.89;19.08;21.08;MF
836;2019-07-13;62.97;13.3;998.18;1017.31;3.63;30.24;53.67;5.75;0.27;0.01;21.59;23.59;23.48;25.48;18.44;20.44;MF
531;2019-07-14;61.02;12.29;996.75;1015.95;4.42;30.78;67.56;6.97;0.03;0;20.88;22.88;22.57;24.57;18.07;20.07;MF
1089;2019-07-15;59.71;11.01;996.16;1016.15;4.35;31.32;65.43;7.05;0.26;0.07;19.86;21.86;21.47;23.47;17.17;19.17;MF
264;2019-07-16;58.13;11.15;996.32;1016.9;2.79;30.86;41.68;4.55;0.43;0;20.76;22.76;23.21;25.21;16.67;18.67;MF
1062;2019-07-17;57.79;11.56;994.28;1014.71;2.92;30.84;67.91;4.66;0.02;0;21.43;23.43;23.84;25.84;17.41;19.41;MF
1084;2019-07-18;63.26;12.83;994;1014.47;3.67;28.68;88.85;5.85;0.17;0;20.98;22.98;22.6;24.6;18.28;20.28;MF
806;2019-07-19;64.8;14.15;994.72;1015.04;2.94;29.06;76.18;4.82;0.39;0.03;21.97;23.97;23.9;25.9;18.75;20.75;MF
679;2019-07-20;69.34;15.88;994.53;1014.71;3.84;26.95;79.67;6.07;1.22;0.03;22.37;24.37;24.11;26.11;19.47;21.47;MF
216;2019-07-21;67.06;15.56;1000.8;1021.18;2.45;28.08;74.73;4.01;0.44;0.02;22.69;24.69;24.55;26.55;19.6;21.6;MF
522;2019-07-22;60.75;15.38;1001.39;1021.64;2.38;28.43;54.33;3.93;0.03;0;24.63;26.63;27.14;29.14;20.44;22.44;MF
270;2019-07-23;54.4;15.6;996.53;1016.47;2.86;24.65;49.49;4.65;0.02;0;27.31;29.31;30.29;32.29;22.34;24.34;MF
323;2019-07-24;55.62;16.39;994.45;1014.24;2.59;23.04;33.25;4.34;0.06;0.01;27.39;29.39;29.79;31.79;23.4;25.4;MF
597;2019-07-25;53.65;16.17;992.16;1011.88;3.41;22.82;48.42;5.59;0.09;0.03;28.11;30.11;30.8;32.8;23.62;25.62;MF
1075;2019-07-26;69.52;16.81;991.28;1011.42;3.24;24.44;84.4;5.3;2.2;0.18;23.53;25.53;24.58;26.58;21.78;23.78;MF
687;2019-07-27;81.38;15.95;986.54;1006.98;3.55;24.25;92.06;5.67;8.63;0.39;19.51;21.51;20.16;22.16;18.43;20.43;MF
507;2019-07-28;69.7;12.71;987.74;1008.28;4.77;29.54;80.09;7.46;7.26;0.12;19.04;21.04;20.47;22.47;16.66;18.66;MF
588;2019-07-29;61.5;11.94;989.66;1010.04;3.71;31.2;51.73;5.92;0.45;0;20.65;22.65;23.1;25.1;16.56;18.56;MF
1130;2019-07-30;67.25;13.43;993.56;1014.05;5.08;28.66;83.63;8.06;0.94;0.06;20.16;22.16;21.43;23.43;18.04;20.04;MF
172;2019-07-31;64.09;11.75;997.27;1017.99;3.75;33.08;77.16;6;0.57;0;19.53;21.53;21.15;23.15;16.83;18.83;MF
412;2019-08-01;64.41;12.42;996.13;1016.7;2.67;32.22;78.77;4.29;0.29;0.02;20.21;22.21;22.09;24.09;17.06;19.06;MF
937;2019-08-02;63.17;13.22;995.73;1016.26;2.99;29.49;60.52;4.83;0.43;0.01;21.52;23.52;23.59;25.59;18.07;20.07;MF
134;2019-08-03;62.02;13.37;995.33;1015.75;2.57;29.83;58.27;4.24;0.02;0;22.05;24.05;24.25;26.25;18.38;20.38;MF
505;2019-08-04;60.63;13.58;994.1;1014.36;2.6;31.17;68.46;4.19;0.01;0;22.76;24.76;24.96;26.96;19.1;21.1;MF
335;2019-08-05;66.97;15.32;993.98;1014.21;3.09;28.71;83.89;4.97;0.11;0;22.47;24.47;23.97;25.97;19.95;21.95;MF
771;2019-08-06;71.69;16.16;992.22;1012.46;2.87;27.61;86.95;4.55;0.7;0.06;22.12;24.12;23.52;25.52;19.78;21.78;MF
176;2019-08-07;74.75;16.25;990.6;1010.92;2.95;27.07;83.28;4.72;4.24;0.2;21.38;23.38;22.54;24.54;19.46;21.46;MF
35;2019-08-08;68.56;16.29;990.76;1010.87;2.49;29.13;79.46;4.11;2.37;0.07;23.24;25.24;25.27;27.27;19.86;21.86;MF
602;2019-08-09;70.17;17.7;989.13;1009;4.78;28.23;85.44;7.7;3.25;0.25;23.95;25.95;25.37;27.37;21.59;23.59;MF
660;2019-08-10;67.03;15.04;995.34;1015.68;5.07;26.35;81.51;8.13;4.48;0.1;21.95;23.95;23.15;25.15;19.94;21.94;MF
81;2019-08-11;75.19;14.33;995.88;1016.5;3.33;27.71;84.91;5.3;2.41;0.21;19.2;21.2;20.19;22.19;17.55;19.55;MF
468;2019-08-12;74.5;13.15;996.9;1017.69;3.64;28.59;82.53;5.79;3.92;0.09;18.23;20.23;19.48;21.48;16.14;18.14;MF
1020;2019-08-13;67.53;10.79;998.9;1020.06;3.63;32.96;80.03;5.69;1.64;0.05;17.6;19.6;19.11;21.11;15.08;17.08;MF
362;2019-08-14;65.65;11.21;996.57;1017.66;3.65;31.46;81.63;5.87;0.65;0.02;18.8;20.8;20.6;22.6;15.8;17.8;MF
892;2019-08-15;69.05;13.3;997.22;1017.85;4.47;33.01;87.95;7;0.71;0.02;19.64;21.64;20.78;22.78;17.74;19.74;MF
896;2019-08-16;67.6;12.81;996.43;1016.97;3.19;33.05;78.43;5.11;0.25;0.02;19.72;21.72;21.56;23.56;16.67;18.67;MF
841;2019-08-17;75.11;15.2;992.53;1012.72;3.56;27.85;93.32;5.57;1.7;0.13;20.48;22.48;21.8;23.8;18.28;20.28;MF
291;2019-08-18;75.5;15.95;991.17;1011.37;4.24;28.15;82.61;6.67;4.1;0.17;20.93;22.93;22.41;24.41;18.46;20.46;MF
731;2019-08-19;73.83;13.53;997.73;1018.6;3.09;29.88;84.76;4.89;2.78;0.06;18.77;20.77;20;22;16.71;18.71;MF
868;2019-08-20;72.79;12.46;1001.99;1022.96;2.73;30.49;79.55;4.11;3.16;0.18;17.91;19.91;19.25;21.25;15.68;17.68;MF
1050;2019-08-21;65.51;11.2;1002.92;1024.06;2.78;30.6;58.18;4.55;1.34;0;18.72;20.72;20.89;22.89;15.1;17.1;MF
585;2019-08-22;62.57;11.61;1002.34;1023.13;2.59;30.5;47.76;4.26;0.05;0;19.96;21.96;22.24;24.24;16.15;18.15;MF
46;2019-08-23;59.41;12.09;1000.58;1021.23;2.76;30.27;45.91;4.45;0.1;0.01;21.55;23.55;24.01;26.01;17.43;19.43;MF
53;2019-08-24;59.34;13.37;997.27;1017.91;2.42;27.57;48.56;3.93;0.04;0;22.94;24.94;25.56;27.56;18.56;20.56;MF
237;2019-08-25;64;14.56;997.29;1017.65;2.2;23.85;52.73;3.61;0.05;0;22.89;24.89;25.24;27.24;18.99;20.99;MF
222;2019-08-26;63;14.63;996.28;1016.61;2.18;22.27;54.82;3.61;0.01;0;23.43;25.43;25.78;27.78;19.51;21.51;MF
894;2019-08-27;67.91;16;995.43;1015.65;2.49;21.72;86.25;4;0.21;0.01;22.95;24.95;24.61;26.61;20.18;22.18;MF
825;2019-08-28;71.97;16.29;996.2;1016.49;2.51;20.94;86.15;4.07;0.41;0.02;22.12;24.12;23.65;25.65;19.57;21.57;MF
574;2019-08-29;68.9;15.02;999.44;1019.9;2.6;25.34;60.85;4.19;0.28;0;21.57;23.57;23.27;25.27;18.74;20.74;MF
70;2019-08-30;64.06;14.23;999.72;1020.33;2.28;28.34;32.83;3.78;0.05;0;22.23;24.23;24.52;26.52;18.42;20.42;MF
823;2019-08-31;65.84;14.61;994.85;1015.06;3.3;27.2;59.67;5.26;0.22;0;22.03;24.03;24.07;26.07;18.62;20.62;MF
756;2019-09-01;67.79;12.74;996.53;1017.24;3.23;32.71;82.2;5.21;0.35;0.01;19.31;21.31;20.32;22.32;17.63;19.63;MF
201;2019-09-02;62.34;9.99;1001.26;1022.23;3.72;32.68;61.91;5.91;0.47;0.03;18.18;20.18;19.81;21.81;15.47;17.47;MF
281;2019-09-03;60.44;9.62;1002.62;1023.53;2.83;34.02;47.79;4.59;0.17;0.01;18.54;20.54;20.76;22.76;14.86;16.86;MF
996;2019-09-04;62.59;10.38;998.72;1019.47;3.55;31.2;51.65;5.65;0.31;0.01;18.77;20.77;20.91;22.91;15.21;17.21;MF
130;2019-09-05;64.32;9.33;1001.15;1022.27;4.58;32.12;77.67;7.16;0.57;0.01;16.69;18.69;17.78;19.78;14.87;16.87;MF
590;2019-09-06;62.36;7.64;1002.15;1023.37;4.08;33.36;79.89;6.37;0.14;0.01;15.69;17.69;17.27;19.27;13.07;15.07;MF
79;2019-09-07;65;8.95;1000.11;1021.16;3.6;33.96;84.78;5.71;0.64;0.05;16.37;18.37;17.84;19.84;13.92;15.92;MF
1191;2019-09-08;66.06;7.95;999.03;1020.17;3.8;33.35;77.46;5.98;0.84;0.03;15.13;17.13;16.51;18.51;12.84;14.84;MF
1031;2019-09-09;66.33;7.15;994.9;1015.88;2.8;34.75;83.27;4.45;0.76;0.09;14.17;16.17;15.79;17.79;11.45;13.45;MF
234;2019-09-10;68.9;9.03;995.53;1016.55;3.24;33.42;85.54;5.16;3.86;0.15;15.4;17.4;16.76;18.76;13.14;15.14;MF
792;2019-09-11;67.1;10.03;1003.28;1024.37;3.35;34.51;80.68;5.26;1.82;0.01;17.01;19.01;18.84;20.84;13.97;15.97;MF
44;2019-09-12;67.76;11.95;1008.83;1029.79;2.84;34.42;74.12;4.46;0.21;0.01;18.98;20.98;20.9;22.9;15.78;17.78;MF
529;2019-09-13;69.33;13.19;1009.58;1030.22;2.77;33.08;65.31;4.37;0.08;0;19.8;21.8;21.72;23.72;16.59;18.59;MF
941;2019-09-14;67.99;13.61;1006.77;1027.48;2.92;30.99;65.06;4.56;0.07;0.01;20.4;22.4;22.24;24.24;17.34;19.34;MF
948;2019-09-15;65.15;12.85;1002.91;1023.45;2.34;30.45;48.01;3.78;0.1;0.01;20.7;22.7;22.93;24.93;16.99;18.99;MF
1026;2019-09-16;65.6;12.76;999.78;1020.31;2.36;28.56;68.03;3.83;0.11;0;20.61;22.61;22.58;24.58;17.32;19.32;MF
577;2019-09-17;67.2;13.06;998.52;1019.12;3.35;29.41;68.76;5.3;0.03;0;20.08;22.08;21.64;23.64;17.49;19.49;MF
61;2019-09-18;62.76;10.11;999.65;1020.54;4.59;30.24;58.18;7.22;0.27;0.03;18.05;20.05;19.31;21.31;15.93;17.93;MF
805;2019-09-19;59.16;8.48;1001.56;1022.57;4.45;32.2;44.32;7.11;0.48;0;17.3;19.3;18.73;20.73;14.9;16.9;MF
18;2019-09-20;55.52;8.09;999.38;1020.12;4.26;34.46;28.5;6.69;0.02;0;18.07;20.07;19.91;21.91;15.01;17.01;MF
1167;2019-09-21;64.21;12.07;992.86;1013.2;4.34;31.95;73.08;6.95;0.78;0.06;19.54;21.54;21.13;23.13;16.89;18.89;MF
661;2019-09-22;80.1;14.27;989.95;1010.37;4.15;29.42;93.25;6.55;5.03;0.39;17.99;19.99;18.6;20.6;16.97;18.97;MF
885;2019-09-23;78.89;12.51;995.08;1015.84;3.68;29.26;90.21;5.7;7.01;0.15;16.61;18.61;17.68;19.68;14.83;16.83;MF
809;2019-09-24;79.16;12.9;991.03;1011.61;4.33;29.78;90.65;6.87;4.47;0.25;16.87;18.87;17.78;19.78;15.36;17.36;MF
255;2019-09-25;80.76;13.15;990.92;1011.53;4.85;28.63;95.17;7.48;3.52;0.09;16.77;18.77;17.39;19.39;15.73;17.73;MF
879;2019-09-26;79.4;14.13;993.36;1013.89;4.76;26.63;92.66;7.37;2.37;0.05;18.06;20.06;19.03;21.03;16.45;18.45;MF
767;2019-09-27;78.26;13.19;994.55;1015.12;4.52;27.66;87.97;7.15;2.01;0.08;17.34;19.34;18.31;20.31;15.73;17.73;MF
549;2019-09-28;74.29;12.05;996.88;1017.77;4.13;32.15;83.41;10.16;1.3;0.01;17.02;19.02;18.1;20.1;15.21;17.21;MF
1112;2019-09-29;75.63;12.42;991.27;1011.68;5.44;29.83;83.56;8.75;1.26;0.08;17.4;19.4;18.99;20.99;14.75;16.75;MF
1117;2019-09-30;76.92;13.02;993.99;1014.64;3.76;29.38;84.83;5.88;1.14;0.02;17.48;19.48;18.46;20.46;15.83;17.83;MF
656;2019-10-01;81.34;13.85;988.12;1008.57;4.58;29.12;89.27;7.29;3.15;0.22;17.34;19.34;18.45;20.45;15.47;17.47;MF
317;2019-10-02;76.19;10.61;993.1;1014.07;4.53;33.54;87.72;7.05;5.28;0.09;15.06;17.06;15.74;17.74;13.93;15.93;MF
283;2019-10-03;71.53;7.16;996.88;1017.95;3.15;33.24;78.86;4.98;0.55;0.01;12.75;14.75;14.09;16.09;10.52;12.52;MF
432;2019-10-04;78.3;10.37;992.76;1013.66;4.56;27.05;93.1;7.16;0.95;0.03;14.38;16.38;15.57;17.57;12.38;14.38;MF
301;2019-10-05;79.24;11.48;994.44;1015.36;3.43;28.52;93.23;5.39;0.9;0.02;15.37;17.37;16.16;18.16;14.05;16.05;MF
1043;2019-10-06;79.58;11.31;995.09;1016.01;4.31;26.61;88.61;6.71;1.85;0.12;15.1;17.1;15.91;17.91;13.76;15.76;MF
504;2019-10-07;76.34;9.29;996.65;1017.85;3.96;29.01;89.02;6.22;2.73;0.1;13.92;15.92;14.81;16.81;12.44;14.44;MF
421;2019-10-08;77.41;10.93;994.75;1015.46;3.93;28.26;87.58;6.15;3.08;0.11;15.37;17.37;16.67;18.67;13.19;15.19;MF
760;2019-10-09;80.84;10.68;994.86;1015.7;4.62;28.83;89.26;7.34;3.03;0.11;14.12;16.12;14.7;16.7;13.15;15.15;MF
717;2019-10-10;75.73;9.78;998.29;1019.26;4.21;31.84;81.5;6.47;2.53;0.02;14.42;16.42;15.6;17.6;12.46;14.46;MF
1115;2019-10-11;75.82;10.79;996.91;1017.62;4.01;31.29;76.07;6.27;0.2;0;15.53;17.53;17.13;19.13;12.85;14.85;MF
938;2019-10-12;80.22;13.23;994.02;1014.42;4.03;27.52;85.33;6.3;0.68;0.06;16.89;18.89;17.97;19.97;15.08;17.08;MF
358;2019-10-13;75.97;13.67;992.41;1012.64;4.91;27.77;85.17;7.68;0.96;0.09;18.45;20.45;19.73;21.73;16.32;18.32;MF
633;2019-10-14;79.32;13.45;989.84;1010.19;4.75;24.98;85.59;7.63;2.57;0.23;17.44;19.44;18.67;20.67;15.39;17.39;MF
1189;2019-10-15;81.54;10.76;990.19;1011;4.65;27.61;91.65;7.31;10.67;0.41;14.13;16.13;14.42;16.42;13.64;15.64;MF
808;2019-10-16;79.22;9.99;992.21;1012.87;4.58;31.22;90.15;7.18;5.86;0.16;13.93;15.93;14.93;16.93;12.25;14.25;MF
962;2019-10-17;82.41;11.49;992.51;1013.15;3.96;29.82;92.36;6.11;3.53;0.12;14.62;16.62;15.44;17.44;13.25;15.25;MF
63;2019-10-18;81.99;11.43;990.92;1011.55;4.46;29.9;93.45;6.89;3.27;0.14;14.61;16.61;15.23;17.23;13.58;15.58;MF
550;2019-10-19;85.5;12.15;986.78;1007.33;3.42;25.5;96.14;5.46;4.46;0.23;14.71;16.71;15.46;17.46;13.46;15.46;MF
8;2019-10-20;86.78;11.94;987.11;1007.73;4.1;21.32;95.74;6.54;7.57;0.61;14.33;16.33;14.92;16.92;13.34;15.34;MF
239;2019-10-21;87.21;10.57;997.18;1018.21;2.56;25.63;92.92;4.05;9.98;0.18;12.77;14.77;13.32;15.32;11.85;13.85;MF
334;2019-10-22;88.54;10.14;999.38;1020.55;3.06;18.43;93.48;4.75;4.49;0.26;12.26;14.26;12.95;14.95;11.09;13.09;MF
527;2019-10-23;86.11;11.58;990.04;1010.72;4.27;16.67;95.39;6.72;10.67;0.56;14.34;16.34;14.88;16.88;13.45;15.45;MF
700;2019-10-24;85.13;11.42;990.8;1011.49;3.66;25.66;93.13;5.68;9.75;0.32;14.06;16.06;14.67;16.67;13.04;15.04;MF
947;2019-10-25;82.93;11.12;999.04;1020.01;3.63;27.31;86.71;5.61;2.23;0.02;14.24;16.24;15.42;17.42;12.28;14.28;MF
126;2019-10-26;79.32;10.99;997.52;1018.27;4.02;26.57;67.07;6.12;0.25;0.03;14.92;16.92;16.48;18.48;12.32;14.32;MF
212;2019-10-27;81.93;10.35;999.61;1020.54;3.14;21.52;90.14;4.78;1.7;0.08;13.61;15.61;14.35;16.35;12.37;14.37;MF
15;2019-10-28;86.17;10.02;997.83;1018.92;3.11;17.29;95.9;4.86;1.77;0.04;12.39;14.39;12.95;14.95;11.46;13.46;MF
632;2019-10-29;86.3;10.09;997.41;1018.32;3.31;16;97.31;5.1;1.53;0.06;12.48;14.48;13.12;15.12;11.42;13.42;MF
440;2019-10-30;89.59;10.76;998.97;1020.1;2.72;11.58;96.78;4.19;2.08;0.13;12.54;14.54;13.16;15.16;11.5;13.5;MF
364;2019-10-31;89.46;11.08;997.26;1018.33;3.17;15.26;97.38;4.94;6;0.21;12.86;14.86;13.38;15.38;11.98;13.98;MF
1046;2019-11-01;91.64;12.38;989.81;1010.49;4.18;18.49;97.07;6.44;5.66;0.39;13.79;15.79;14.38;16.38;12.79;14.79;MF
327;2019-11-02;86.71;11.59;978.59;998.93;5.58;24.16;95.9;8.91;8.65;0.43;13.86;15.86;14.02;16.02;13.58;15.58;MF
735;2019-11-03;84.91;9.65;970.37;990.87;6.27;25.75;94.31;10.27;13.17;0.51;12.25;14.25;12.51;14.51;11.82;13.82;MF
1083;2019-11-04;82.44;9.08;975.31;995.59;5.51;27;87.61;8.71;7.6;0.26;12.16;14.16;12.76;14.76;11.16;13.16;MF
453;2019-11-05;84.47;7.79;978.5;999.36;4.23;30.36;90.44;6.68;6.2;0.21;10.42;12.42;10.89;12.89;9.65;11.65;MF
980;2019-11-06;84.33;7.47;985.66;1006.53;3.72;28.02;93.11;5.79;4.48;0.15;10.19;12.19;10.74;12.74;9.28;11.28;MF
146;2019-11-07;82.7;5.69;982.05;1002.78;4.48;28.61;90.77;7.06;5.65;0.31;8.62;10.62;9.08;11.08;7.86;9.86;MF
1012;2019-11-08;85.03;4.72;984.49;1005.61;3.5;28.65;88.13;5.52;5.28;0.17;7.22;9.22;7.88;9.88;6.1;8.1;MF
193;2019-11-09;82.96;4.27;989.32;1010.7;3.88;23.98;86.56;6.06;3.12;0.24;7.21;9.21;7.99;9.99;5.9;7.9;MF
359;2019-11-10;82.67;4;989.42;1010.88;3.6;26.76;92.53;5.67;4.73;0.06;6.96;8.96;7.56;9.56;5.95;7.95;MF
773;2019-11-11;82.55;4.29;989.64;1011.09;4.34;23.38;92.97;6.8;2.81;0.09;7.32;9.32;8.13;10.13;5.97;7.97;MF
141;2019-11-12;79.68;3.87;986.03;1007.36;4.64;30.56;86.31;7.23;2.98;0.06;7.45;9.45;8.17;10.17;6.25;8.25;MF
427;2019-11-13;79.59;3.16;983.49;1004.8;3.94;28.48;86.99;6.13;1.57;0.08;6.78;8.78;7.51;9.51;5.57;7.57;MF
1024;2019-11-14;85.54;3.15;977.89;999.06;3.72;27.86;94.68;5.9;6.53;0.4;5.54;7.54;6.04;8.04;4.71;6.71;MF
1113;2019-11-15;89.3;3.09;979.67;1001.02;3.01;20.12;94.76;4.65;10.35;0.33;4.79;6.79;5.27;7.27;4;6;MF
952;2019-11-16;86.34;3.13;986.11;1007.52;3.22;22.03;91.8;5.01;5.31;0.14;5.38;7.38;6.06;8.06;4.26;6.26;MF
540;2019-11-17;86.3;3.09;987.48;1009.06;2.49;19.58;94.02;3.87;3.3;0.08;5.4;7.4;5.97;7.97;4.44;6.44;MF
1170;2019-11-18;84.44;3.1;992.09;1013.68;3.07;23.2;92.08;4.78;2.16;0.09;5.66;7.66;6.24;8.24;4.69;6.69;MF
946;2019-11-19;83.29;2.75;995;1016.74;2.88;22.46;92.58;4.47;1.63;0.03;5.58;7.58;6.38;8.38;4.24;6.24;MF
899;2019-11-20;85.18;2.35;990.34;1011.86;3.04;21.11;84.97;4.76;0.47;0.01;4.8;6.8;5.63;7.63;3.41;5.41;MF
322;2019-11-21;87.04;4.3;985.29;1005.81;3.42;20.47;92.63;5.27;1.95;0.13;6.48;8.48;7.36;9.36;5.02;7.02;MF
982;2019-11-22;82.68;5.77;978.2;999.19;5.06;28.24;92.96;8.13;3.86;0.14;8.75;10.75;9.43;11.43;7.61;9.61;MF
1022;2019-11-23;87.24;7.8;972.87;993.62;4.51;21.08;97.08;7.22;9.02;0.59;9.94;11.94;10.11;12.11;9.65;11.65;MF
972;2019-11-24;88.83;6.76;985.19;1006.45;3.23;19.32;96.14;4.99;6.37;0.08;8.64;10.64;9.11;11.11;7.85;9.85;MF
1137;2019-11-25;88.7;7.86;987.09;1008.24;3.39;22.53;95.77;5.34;2.07;0.05;9.76;11.76;10.45;12.45;8.61;10.61;MF
860;2019-11-26;86.21;8.65;983.96;1004.87;4.17;24.68;94.77;6.44;1.25;0.09;11.01;13.01;11.69;13.69;9.87;11.87;MF
