id;date_iso;humidite;point_rose;press_sta;press_mer;vvent;visibilite;nebulosite;rafale_10min;precip_24h;precip_01h;temperature;temperatureoffset2;temperature_diurne;temperature_diurne_offset2;temperature_nocturne;temperature_nocturne_offset2;origine
250;2017-01-01;88.39;-0.1;1002.19;1024.27;2.27;9.99;90.32;3.44;0.03;0;1.9;3.9;2.55;4.55;0.81;2.81;MF
599;2017-01-02;89.6;1.19;1002.04;1024.15;2.53;10.31;92.11;3.83;0.62;0.05;2.92;4.92;3.48;5.48;1.99;3.99;MF
607;2017-01-03;83.57;-1.01;1005.24;1027.58;2.86;14.99;82.75;4.46;0.4;0;1.82;3.82;2.29;4.29;1.03;3.03;MF
1106;2017-01-04;81.06;-1.07;1003.44;1025.71;3.41;19.19;84.1;5.32;0.08;0.01;2.28;4.28;3.05;5.05;0.99;2.99;MF
898;2017-01-05;76.3;-1.37;1006.73;1029.17;3.76;22.42;71.45;5.85;0.24;0;2.95;4.95;3.66;5.66;1.75;3.75;MF
524;2017-01-06;72.62;-5.13;1012.65;1035.38;2.85;22.4;51.04;4.51;0.03;0;-0.23;1.78;0.35;2.35;-1.18;0.82;MF
295;2017-01-07;71.12;-5.3;1011.7;1034.29;2.41;19.17;79.97;3.73;0.03;0;0.12;2.12;1.05;3.05;-1.43;0.57;MF
164;2017-01-08;84.09;1.17;1009.11;1031.56;2.3;14.16;95.13;3.64;0.25;0.01;3.95;5.95;4.74;6.74;2.64;4.64;MF
32;2017-01-09;86.36;2.56;1004.56;1026.6;3.16;15.72;89.73;4.95;0.45;0.04;4.84;6.84;5.27;7.27;4.13;6.13;MF
93;2017-01-10;85.99;3.2;993;1014.73;3.84;19.72;95.13;5.95;3.3;0.17;5.48;7.48;5.82;7.82;4.91;6.91;MF
644;2017-01-11;86.62;4.32;996.74;1018.36;3.83;18.16;93.35;5.92;1.87;0.02;6.53;8.53;7.18;9.18;5.45;7.45;MF
1040;2017-01-12;83.21;4.63;993.35;1014.77;4.85;21.83;92.8;7.56;1.56;0.15;7.43;9.43;7.77;9.77;6.85;8.85;MF
249;2017-01-13;72.5;-0.22;991.62;1013.44;7.21;32.44;84.02;11.71;5.22;0.11;4.66;6.66;4.56;6.56;4.81;6.81;MF
413;2017-01-14;74.32;-1.03;998.99;1021.08;5.02;32.66;81.6;7.86;1.26;0.02;3.5;5.5;3.86;5.86;2.9;4.9;MF
1021;2017-01-15;81.23;0.12;1001.32;1023.49;4.2;22.52;90.96;6.5;1.53;0.11;3.55;5.55;3.92;5.92;2.95;4.95;MF
446;2017-01-16;79.99;-0.08;1001.03;1023.25;4.14;21.46;88.51;6.4;2.83;0.07;3.56;5.56;3.98;5.98;2.84;4.84;MF
350;2017-01-17;69.38;-5.54;1005.18;1028;5.03;23.56;64.97;8.02;0.66;0;-0.09;1.91;0.22;2.22;-0.61;1.39;MF
587;2017-01-18;66.23;-6.83;1006.62;1029.62;4.44;21.52;61.86;7.05;0.03;0;-0.95;1.05;-0.42;1.58;-1.83;0.17;MF
311;2017-01-19;69.24;-6.32;1007.09;1030.16;3.48;14.86;47.62;5.49;0.01;0;-1.07;0.93;-0.29;1.71;-2.38;-0.38;MF
1168;2017-01-20;72.75;-5.2;1006.15;1029.01;2.86;13.09;42.03;4.35;0.17;0.02;-0.57;1.43;0.53;2.53;-2.41;-0.41;MF
592;2017-01-21;71.94;-4.18;1003.13;1025.8;2.71;15.18;48.3;4.11;0.42;0;0.84;2.84;2.05;4.05;-1.18;0.82;MF
184;2017-01-22;74.89;-3.11;1001.33;1023.95;2.81;13.34;81.74;4.4;1.69;0.12;1.4;3.4;2.24;4.24;0;2;MF
811;2017-01-23;75.59;-2.69;1001.73;1024.6;2.42;11.49;84.13;3.81;1.86;0.04;1.75;3.75;2.58;4.58;0.38;2.38;MF
378;2017-01-24;77.97;-2.93;1003.14;1026.15;2.58;10.4;87.84;3.99;0.29;0;0.93;2.93;1.72;3.72;-0.38;1.62;MF
118;2017-01-25;79.24;-3.52;1002.59;1025.51;3.09;10.94;90.15;4.8;0.05;0;-0.12;1.88;0.27;2.27;-0.77;1.23;MF
219;2017-01-26;76.48;-3.65;997.49;1019.81;3.78;10.63;70.72;6.01;1.01;0.08;0.36;2.36;1.22;3.22;-1.07;0.93;MF
492;2017-01-27;73.43;0.86;992.5;1013.79;5.13;19.86;94.25;8.05;1.84;0.07;5.55;7.55;6.6;8.6;3.8;5.8;MF
223;2017-01-28;79.13;3.27;995.68;1017.36;3.68;25.56;93.61;5.62;1.73;0.07;6.83;8.83;7.41;9.41;5.86;7.86;MF
67;2017-01-29;83.12;3.47;999.05;1020.59;3.39;22.14;89.36;5.09;1.62;0.07;6.41;8.41;7.29;9.29;4.93;6.93;MF
314;2017-01-30;88.53;6.29;996.03;1017.4;3.41;17.09;95.67;6;3.01;0.13;8.2;10.2;8.79;10.79;7.2;9.2;MF
150;2017-01-31;89.25;7.62;994.71;1015.88;2.81;14.43;97.98;4.23;2.95;0.08;9.43;11.43;9.98;11.98;8.51;10.51;MF
713;2017-02-01;87.28;7.16;993;1014.08;3.41;17.39;92.64;5.09;1.58;0.02;9.33;11.33;9.95;11.95;8.29;10.29;MF
626;2017-02-02;81.33;6.85;986.64;1007.43;5.52;22.95;94.04;8.6;1.08;0.09;10.07;12.07;10.77;12.77;8.89;10.89;MF
278;2017-02-03;81.79;5.14;985.06;1006.01;5.21;28.05;87.87;8.15;4.04;0.16;8.18;10.18;8.49;10.49;7.65;9.65;MF
807;2017-02-04;79.99;4.36;982.45;1003.37;5.3;26.98;91.92;8.39;6.52;0.33;7.85;9.85;8.41;10.41;6.91;8.91;MF
667;2017-02-05;85.45;4.62;982.12;1003.29;5.26;23.23;94.49;8.23;8.25;0.42;7.03;9.03;7.36;9.36;6.47;8.47;MF
433;2017-02-06;80.19;3.09;994.69;1016.46;4.94;24.71;90.9;7.71;5.64;0.06;6.53;8.53;6.91;8.91;5.89;7.89;MF
1036;2017-02-07;82.98;4.67;995.78;1017.28;3.65;20.71;92.33;5.64;3.06;0.13;7.6;9.6;8.31;10.31;6.43;8.43;MF
355;2017-02-08;83.42;3.06;1000.01;1021.95;3.98;23.59;90.81;6.07;2.68;0.12;5.84;7.84;6.27;8.27;5.13;7.13;MF
392;2017-02-09;80.31;1;1000.05;1022.03;3.31;16.1;92.14;5.19;2.79;0.08;4.34;6.34;4.73;6.73;3.68;5.68;MF
287;2017-02-10;79.41;0.49;996.42;1018.16;3.44;14.16;88.6;5.29;1.07;0.01;3.93;5.93;4.7;6.7;2.66;4.66;MF
17;2017-02-11;81.61;0.74;997.39;1019.1;3.16;13.43;93.33;4.81;0.38;0.01;3.79;5.79;4.35;6.35;2.86;4.86;MF
253;2017-02-12;78.46;2.8;995.47;1016.8;5.54;16.98;93.05;8.69;1.31;0.03;6.57;8.57;7.34;9.34;5.27;7.27;MF
337;2017-02-13;69.53;4;995.24;1016.34;6.71;24.61;90.93;10.48;0.51;0.03;9.6;11.6;10.24;12.24;8.53;10.53;MF
1124;2017-02-14;77.45;5.53;1002.42;1023.73;4.35;20.55;88.98;6.78;2.08;0.04;9.56;11.56;10.33;12.33;8.27;10.27;MF
954;2017-02-15;77.94;5.81;1010.31;1031.69;3;20.52;69.77;4.53;0.69;0.02;9.83;11.83;11.08;13.08;7.74;9.74;MF
227;2017-02-16;83.01;5.82;1010.49;1031.91;1.87;15.43;76.38;2.85;0.32;0.01;8.84;10.84;10.07;12.07;6.79;8.79;MF
62;2017-02-17;82.9;5.06;1006.86;1028.27;2.11;15.97;78.33;3.3;0.47;0.01;8.11;10.11;9.2;11.2;6.3;8.3;MF
66;2017-02-18;78.35;3.28;1002.83;1024.48;2.37;16.52;59.72;3.65;0.14;0;7.26;9.26;8.54;10.54;5.12;7.12;MF
28;2017-02-19;78.89;3.09;1004.27;1025.95;2.32;15.97;63.6;3.54;0.05;0;6.88;8.88;8.18;10.18;4.7;6.7;MF
1090;2017-02-20;81.61;5.38;1003.69;1025.3;3.28;16.9;87.65;5.06;0.1;0;8.72;10.72;9.58;11.58;7.29;9.29;MF
1081;2017-02-21;84.22;7.29;1002.25;1023.41;3.82;21.3;92.54;5.93;0.41;0.01;10.08;12.08;10.84;12.84;8.81;10.81;MF
369;2017-02-22;80.01;6.63;999.87;1019.8;4.28;28.19;92.44;6.66;0.24;0;10.15;12.15;10.82;12.82;9.03;11.03;MF
386;2017-02-23;77.67;5.31;991.34;1012.44;5.17;22.39;90.82;8.18;0.21;0.01;9.44;11.44;10.37;12.37;7.88;9.88;MF
763;2017-02-24;72.99;2.68;995.21;1016.88;4.24;28.22;80.96;6.44;0.61;0.02;7.52;9.52;7.99;9.99;6.74;8.74;MF
1097;2017-02-25;69.51;0.45;998.79;1020.36;3.29;26.63;62.98;5.03;0.28;0;6.26;8.26;7.68;9.68;3.89;5.89;MF
483;2017-02-26;74.13;3.64;995.96;1017.29;3.59;26.33;85.85;5.45;0.07;-0.01;8.34;10.34;9.67;11.67;6.11;8.11;MF
936;2017-02-27;76.76;5;985.93;1006.78;6.14;23.75;90.84;9.81;2.34;0.19;9.15;11.15;10.02;12.02;7.69;9.69;MF
170;2017-02-28;78.9;3.85;981.24;1002.26;6.44;29.38;90.86;10.31;6.85;0.23;7.4;9.4;7.69;9.69;6.91;8.91;MF
497;2017-03-01;77.34;4.32;989.54;1010.64;5.82;27.63;88.93;9.11;4.41;0.15;8.44;10.44;9.14;11.14;7.26;9.26;MF
830;2017-03-02;73.47;4.53;995.17;1016.43;3.96;27.49;79.45;6.1;3.53;0.03;9.3;11.3;10.14;12.14;7.9;9.9;MF
1005;2017-03-03;74.54;5.43;984.72;1005.46;5.08;31.06;88.22;7.91;0.7;0.07;10.12;12.12;11.47;13.47;7.87;9.87;MF
445;2017-03-04;79.32;4.82;977.26;998.18;5.47;27.06;92.39;8.66;8.26;0.45;8.4;10.4;8.48;10.48;8.26;10.26;MF
145;2017-03-05;79.19;4.02;985.57;1006.65;6.02;26.51;89.19;9.48;5.77;0.18;7.58;9.58;8.17;10.17;6.59;8.59;MF
621;2017-03-06;75.96;4.53;989.31;1010.47;7;21.67;92.57;11.48;6.84;0.25;8.9;10.9;9.36;11.36;8.13;10.13;MF
116;2017-03-07;75.99;3.36;997.82;1019.32;5;24.69;90.11;7.91;3.87;0.1;7.96;9.96;8.44;10.44;7.15;9.15;MF
630;2017-03-08;82.77;6.53;1001.16;1022.47;4.84;24.2;89.77;7.47;2.5;0.05;9.75;11.75;10.76;12.76;8.08;10.08;MF
206;2017-03-09;80.47;7.98;1003.03;1024.27;3.62;27.02;94.15;5.58;1.07;0.02;11.58;13.58;12.47;14.47;10.09;12.09;MF
384;2017-03-10;74.92;6.19;1002.24;1023.65;2.54;23.67;71.54;3.93;0.25;0;11.21;13.21;12.65;14.65;8.8;10.8;MF
759;2017-03-11;66.52;4.23;997.32;1018.48;2.5;27.06;68.73;3.79;0.04;0;11.27;13.27;13.06;15.06;8.28;10.28;MF
965;2017-03-12;78.7;6.5;994.25;1015.45;3.22;21.35;92.04;4.98;1.12;0.11;10.39;12.39;11.25;13.25;8.94;10.94;MF
166;2017-03-13;77.09;6.15;1003.71;1025.18;3.58;18.87;72.18;5.43;1.69;0.01;10.36;12.36;11.48;13.48;8.48;10.48;MF
330;2017-03-14;76.26;5.41;1010.91;1032.55;2.74;16.64;76.45;4.25;0.09;0;9.9;11.9;11.28;13.28;7.6;9.6;MF
573;2017-03-15;75.29;6.02;1008.91;1030.45;2.63;16.09;73.43;4.05;0.04;0;10.69;12.69;12.03;14.03;8.46;10.46;MF
366;2017-03-16;72.12;5.59;1002.45;1023.68;2.05;14.72;34.33;3.17;0.05;0;11.28;13.28;13.31;15.31;7.89;9.89;MF
288;2017-03-17;74.17;5.74;1000.11;1021.24;3.35;18.02;72.61;5.14;0.03;0;10.66;12.66;11.96;13.96;8.48;10.48;MF
120;2017-03-18;79.9;6.94;998.43;1019.67;5.35;21.05;95.01;8.33;0.44;0.02;10.5;12.5;11.19;13.19;9.34;11.34;MF
909;2017-03-19;79.14;7.84;996.32;1017.57;4.42;27.68;93.57;6.85;0.32;0;11.62;13.62;12.45;14.45;10.22;12.22;MF
1057;2017-03-20;78.08;7.6;993.02;1014.33;4;31.22;95.18;6.16;0.13;0.02;11.48;13.48;12.1;14.1;10.44;12.44;MF
876;2017-03-21;77.22;5.72;992.8;1014.09;3.59;28.28;92.04;5.49;1.39;0.1;9.82;11.82;10.38;12.38;8.88;10.88;MF
623;2017-03-22;78.43;4.3;989.54;1010.81;3.46;27.22;88.89;5.4;2.97;0.12;8.16;10.16;9.2;11.2;6.42;8.42;MF
526;2017-03-23;81.65;5.39;989.88;1011.12;3.52;23.57;94.56;5.53;4.46;0.25;8.59;10.59;9.49;11.49;7.09;9.09;MF
94;2017-03-24;82.93;6.03;998.49;1019.92;3.98;19.11;93.28;6.09;7.19;0.24;9.03;11.03;9.85;11.85;7.65;9.65;MF
788;2017-03-25;73.28;5.43;997.08;1018.32;5.72;18.52;83.74;8.77;5.35;0.24;10.52;12.52;11.44;13.44;9;11;MF
196;2017-03-26;67.48;4.37;997.66;1018.88;3.34;31.73;64.25;5.11;2.17;0;10.63;12.63;12.24;14.24;7.95;9.95;MF
658;2017-03-27;67.38;5.22;998.42;1019.73;3.26;29.03;54.41;5.11;0.04;0;11.61;13.61;13.48;15.48;8.5;10.5;MF
1076;2017-03-28;69.59;6.17;1002.49;1024.05;2.89;29.54;58.45;4.46;0.07;0.01;12.1;14.1;13.97;15.97;8.99;10.99;MF
543;2017-03-29;65.42;6.26;1004.57;1025.74;2.88;32.63;59.38;4.44;0.14;0;13.35;15.35;15.45;17.45;9.85;11.85;MF
1077;2017-03-30;61.42;6.53;1001.52;1022.38;3.02;34.14;51.39;4.6;0.02;0;14.74;16.74;16.9;18.9;11.13;13.13;MF
57;2017-03-31;67.35;7.09;996.25;1017.08;3.99;31.24;86.71;6.12;0.41;0.07;13.58;15.58;14.64;16.64;11.8;13.8;MF
689;2017-04-01;78.99;6.92;993.57;1014.74;3.78;29.06;91.07;5.88;4.65;0.22;10.67;12.67;11.28;13.28;9.65;11.65;MF
7;2017-04-02;79.51;6.9;998.3;1019.72;3.25;27.68;88.46;5.03;3.98;0.08;10.58;12.58;11.66;13.66;8.79;10.79;MF
815;2017-04-03;71.1;6.49;1002.52;1023.86;2.64;25.87;61.93;4.16;1.08;0;12.23;14.23;13.94;15.94;9.36;11.36;MF
990;2017-04-04;69.31;6.27;1002.21;1023.57;3.57;26.68;80.53;5.57;0.16;0;12.33;14.33;13.65;15.65;10.14;12.14;MF
901;2017-04-05;69.67;5.83;1003.18;1024.68;4.36;20.98;79.47;6.72;0.25;0;11.69;13.69;12.86;14.86;9.74;11.74;MF
914;2017-04-06;66.99;4.18;1003.79;1025.33;4.04;20.86;50.33;6.31;0.26;0;10.57;12.57;11.94;13.94;8.28;10.28;MF
944;2017-04-07;67.05;4.61;1002.49;1023.9;2.69;22.21;21.4;4.22;0.01;0;11.15;13.15;13.29;15.29;7.59;9.59;MF
1067;2017-04-08;65.1;6.57;1000.69;1021.73;2.57;21.22;6.66;4.05;0.01;0;13.88;15.88;16.22;18.22;9.96;11.96;MF
678;2017-04-09;62.94;7.21;1001.32;1022.2;2.5;24;22.54;3.89;0;0;15.25;17.25;17.71;19.71;11.14;13.14;MF
840;2017-04-10;68.15;7.43;1002.52;1023.57;3.28;23.78;63.74;5.08;0.02;0;13.83;15.83;15.66;17.66;10.79;12.79;MF
751;2017-04-11;66.92;5.43;1003.32;1024.83;3.25;23.24;70.7;5.09;0.04;0;12;14;13.56;15.56;9.39;11.39;MF
1042;2017-04-12;65.38;5.13;1000.09;1021.32;2.93;27.69;50.83;4.59;0.02;0;12.21;14.21;14.33;16.33;8.69;10.69;MF
709;2017-04-13;68.06;6.36;996.86;1017.92;2.86;26.39;63.78;4.47;0.01;0;12.82;14.82;14.58;16.58;9.89;11.89;MF
863;2017-04-14;67.72;6.41;996.66;1017.82;2.83;27.94;81.07;4.08;0.01;0;12.78;14.78;14.28;16.28;10.27;12.27;MF
622;2017-04-15;73.7;7.16;998.9;1020.22;3.68;28.68;93.47;5.76;0.07;0;12.01;14.01;13;15;10.36;12.36;MF
1070;2017-04-16;68.31;5.65;1001.43;1022.85;3.82;31.52;80.15;5.94;0.21;0;11.76;13.76;13;15;9.69;11.69;MF
1008;2017-04-17;68.62;5.16;999.2;1020.58;3.48;30.76;75.57;5.47;0.19;0.02;11.34;13.34;12.96;14.96;8.64;10.64;MF
1009;2017-04-18;60.62;1.64;1001.55;1023.25;4.91;30.17;61.58;7.61;0.32;0.01;9.87;11.87;11.22;13.22;7.61;9.61;MF
641;2017-04-19;52.15;-2.16;1006.8;1028.76;5.13;31.08;47.58;8;0.21;0.01;8.25;10.25;9.8;11.8;5.68;7.68;MF
499;2017-04-20;47.98;-3.48;1009.57;1031.55;3.86;30.02;27.64;6.27;0.15;0;7.88;9.88;9.89;11.89;4.54;6.54;MF
847;2017-04-21;50.15;-1.19;1008.35;1029.99;2.76;28.84;25.97;4.55;0.02;0;10.13;12.13;12.73;14.73;5.79;7.79;MF
677;2017-04-22;59.34;3.19;1003.96;1025.29;3.06;27.51;62.61;4.8;0.01;0;12.01;14.01;14.39;16.39;8.05;10.05;MF
782;2017-04-23;59.47;3.34;1000.86;1022.2;3.46;29.16;41.96;5.48;0;0;11.97;13.97;14.04;16.04;8.53;10.53;MF
1011;2017-04-24;61.66;4.41;995.6;1016.68;2.88;31.29;62.77;4.57;0.01;0;12.37;14.37;14.82;16.82;8.29;10.29;MF
1102;2017-04-25;72.4;4.92;990.52;1011.63;3.83;26.45;89.07;6.02;1.39;0.21;10.05;12.05;10.81;12.81;8.78;10.78;MF
224;2017-04-26;77.02;3.26;991.95;1013.56;3.6;25.26;91.01;5.64;6.26;0.14;7.32;9.32;8.13;10.13;5.97;7.97;MF
683;2017-04-27;71.2;1.63;995.39;1017.27;3.61;26.56;84.49;5.77;1.99;0.06;7.01;9.01;8.36;10.36;4.75;6.75;MF
382;2017-04-28;66.11;1.83;995.97;1017.56;3.46;30.55;80.5;5.34;0.95;0.01;8.45;10.45;10.18;12.18;5.55;7.55;MF
444;2017-04-29;60.28;2.13;993.39;1014.57;3.14;29.52;49.62;5.08;0.16;0;10.61;12.61;13.07;15.07;6.5;8.5;MF
230;2017-04-30;67.66;4.76;985.69;1006.48;5.2;30.46;84.53;8.28;1.83;0.23;11.21;13.21;12.86;14.86;8.46;10.46;MF
761;2017-05-01;74.01;5.14;991.93;1013.19;5.17;30.92;89.98;8.23;8.44;0.24;9.99;11.99;11.08;13.08;8.18;10.18;MF
195;2017-05-02;77.59;6.87;996.37;1017.61;3.17;30.22;87.54;5.06;4.49;0.15;10.97;12.97;12.29;14.29;8.75;10.75;MF
138;2017-05-03;77.94;7.18;997.2;1018.42;2.44;27.42;90.9;3.79;1.88;0.03;11.23;13.23;12.5;14.5;9.11;11.11;MF
347;2017-05-04;78.63;7.91;995.26;1016.38;2.97;21.47;85.81;4.68;1.07;0.07;11.85;13.85;13.35;15.35;9.35;11.35;MF
1029;2017-05-05;73.18;8.34;993.01;1013.87;4.45;23.33;81;7;1.01;0.03;13.5;15.5;15.13;17.13;10.77;12.77;MF
402;2017-05-06;79.93;9.42;990.81;1011.73;4.26;22.48;93.48;6.74;7.01;0.38;13.1;15.1;13.88;15.88;11.8;13.8;MF
252;2017-05-07;76.08;8.42;997.52;1019.13;3.99;24.89;86.7;6.23;4.07;0.03;13.05;15.05;14.23;16.23;11.07;13.07;MF
1178;2017-05-08;74.01;7.17;998.65;1020.45;3.97;21.91;84.02;6.19;1.13;0.02;12.17;14.17;13.51;15.51;9.93;11.93;MF
993;2017-05-09;65.67;5.64;993.85;1015.5;4.03;27.03;60.4;6.36;0.13;0;12.52;14.52;14.19;16.19;9.72;11.72;MF
352;2017-05-10;68.92;7.69;984.89;1005.96;3.84;26.68;72.19;6.07;0.27;0.02;13.77;15.77;15.81;17.81;10.37;12.37;MF
704;2017-05-11;79.03;10.73;977.74;998.54;3.91;26.16;93.88;6.17;2.74;0.28;14.63;16.63;15.71;17.71;12.82;14.82;MF
1157;2017-05-12;79.54;11.44;982.02;1002.87;3.47;27.74;90.63;5.45;4.71;0.09;15.29;17.29;16.68;18.68;12.98;14.98;MF
610;2017-05-13;77.92;10.97;991.68;1012.83;3.14;28.4;85.38;4.92;2.52;0.08;15.13;17.13;16.63;18.63;12.63;14.63;MF
506;2017-05-14;72.1;10.13;1000.85;1022.26;2.94;31.43;81.3;4.66;1.88;0.04;15.69;17.69;17.54;19.54;12.61;14.61;MF
192;2017-05-15;65.82;10.25;1005.46;1026.78;2.69;34.8;76.2;4.29;0.59;0.01;17.57;19.57;20.02;22.02;13.49;15.49;MF
951;2017-05-16;61.19;11.37;1004.19;1025.35;2.42;36.28;73.04;3.89;0.19;0.02;19.9;21.9;22.36;24.36;15.81;17.81;MF
128;2017-05-17;66.68;12.16;997.5;1018.44;2.9;29.37;74.93;4.54;1.57;0.19;19.39;21.39;21.48;23.48;15.91;17.91;MF
959;2017-05-18;78.56;11.46;993.01;1014.1;3.39;26.17;93.39;5.45;7.57;0.51;15.58;17.58;16.34;18.34;14.31;16.31;MF
738;2017-05-19;75.57;7.8;994.98;1016.57;4.1;29.68;84.25;6.39;9.77;0.2;12.38;14.38;13.51;15.51;10.5;12.5;MF
714;2017-05-20;69.78;7.04;1000.23;1021.91;3.66;34.27;70.94;5.62;2.43;0.01;13.06;15.06;14.9;16.9;9.98;11.98;MF
743;2017-05-21;64.77;8.05;1000.49;1021.92;2.85;33.15;51.66;4.63;0.13;0;15.52;17.52;18.09;20.09;11.23;13.23;MF
907;2017-05-22;63.55;10.3;995.97;1017.02;2.81;34.82;81.11;4.42;0.17;0.01;17.91;19.91;20.22;22.22;14.06;16.06;MF
1063;2017-05-23;72.46;12.26;999.93;1021.33;2.89;28.04;77.33;4.68;0.64;0.03;17.81;19.81;19.63;21.63;14.79;16.79;MF
888;2017-05-24;71.06;12.98;1001.48;1022.45;2.99;26.7;67.65;4.78;0.18;0;18.99;20.99;21.03;23.03;15.57;17.57;MF
20;2017-05-25;64.83;12.92;997.72;1018.06;3.52;27.8;36.01;5.56;0.03;0;20.53;22.53;22.82;24.82;16.71;18.71;MF
881;2017-05-26;61.71;13;994.72;1015.11;3.58;29.35;27.09;5.63;0.01;0;21.25;23.25;23.58;25.58;17.36;19.36;MF
1154;2017-05-27;63.33;13.48;995.83;1016.55;2.97;28.87;49.97;4.76;0.01;0;21.42;23.42;23.55;25.55;17.88;19.88;MF
1028;2017-05-28;62.64;13.65;996;1016.63;2.9;28.75;67.29;4.59;0.47;0.07;22.03;24.03;24.25;26.25;18.32;20.32;MF
987;2017-05-29;65.95;13.46;993.89;1014.61;3.03;27.15;80.1;4.8;1.38;0.06;20.9;22.9;22.59;24.59;18.09;20.09;MF
419;2017-05-30;73.04;13.46;996.6;1017.62;2.69;26.95;83.79;4.23;2.68;0.25;18.94;20.94;20.24;22.24;16.77;18.77;MF
645;2017-05-31;73.05;13.34;999.7;1020.82;2.31;27.09;84.51;3.78;3.48;0.03;18.69;20.69;20.41;22.41;15.82;17.82;MF
835;2017-06-01;70.83;13.91;998.75;1019.7;2.01;25.99;72.27;3.31;0.74;0.02;19.92;21.92;22.19;24.19;16.14;18.14;MF
194;2017-06-02;72.12;14.63;996.2;1017.07;2.37;23.38;70.68;3.9;0.61;0.04;20.31;22.31;22.46;24.46;16.73;18.73;MF
873;2017-06-03;80.37;14.06;995.28;1016.38;2.93;23.25;85.95;4.68;3.48;0.36;17.7;19.7;18.66;20.66;16.1;18.1;MF
591;2017-06-04;72.02;10.72;996.64;1018.01;3.2;29.55;81.16;5.05;5.66;0.05;16.28;18.28;17.78;19.78;13.78;15.78;MF
579;2017-06-05;68.71;10.65;992.02;1013.2;3.58;30.2;86.44;5.81;1.25;0.11;17.03;19.03;18.77;20.77;14.12;16.12;MF
779;2017-06-06;68.43;9.45;989.3;1010.33;6.3;27.52;82.59;10.15;4.9;0.14;15.75;17.75;16.78;18.78;14.03;16.03;MF
1017;2017-06-07;62.81;7.82;997.59;1018.99;4.71;30.76;73.47;7.47;1.47;0.01;15.57;17.57;17.25;19.25;12.77;14.77;MF
389;2017-06-08;62.77;10.55;994.81;1015.73;3.52;31.62;64.4;5.56;0.12;0.04;18.7;20.7;21.46;23.46;14.09;16.09;MF
1079;2017-06-09;70.1;12.57;994.77;1015.73;3.31;27.88;85.08;5.28;2.37;0.11;18.63;20.63;20.07;22.07;16.23;18.23;MF
191;2017-06-10;64.46;13.02;997.58;1018.5;2.63;30.27;53.34;4.26;0.48;0;20.73;22.73;23.14;25.14;16.72;18.72;MF
467;2017-06-11;65.44;14.37;996.63;1017.3;2.76;29.5;53.7;4.42;0.06;0;21.89;23.89;24.33;26.33;17.84;19.84;MF
1165;2017-06-12;66.92;13.34;997.89;1018.88;3.14;28.37;65.35;5.03;0.01;0;20.17;22.17;21.75;23.75;17.55;19.55;MF
14;2017-06-13;68.2;14.13;995.95;1016.81;2.67;27.24;62.12;4.34;0.22;0.03;20.71;22.71;22.83;24.83;17.18;19.18;MF
80;2017-06-14;68.56;15.75;994.6;1014.99;2.39;25.6;65.65;3.85;1.02;0.02;22.36;24.36;24.45;26.45;18.89;20.89;MF
11;2017-06-15;70.64;15.88;996.87;1017.19;3.28;21.52;67.86;5.19;0.49;0.04;22.02;24.02;24;26;18.71;20.71;MF
673;2017-06-16;64.61;13;1002.19;1022.9;3.81;26.18;53.97;6.06;0.86;0;20.67;22.67;22.37;24.37;17.83;19.83;MF
38;2017-06-17;59.93;12.53;1002.14;1022.83;3.53;30.34;28.26;5.69;0.03;0;21.57;23.57;23.86;25.86;17.75;19.75;MF
321;2017-06-18;57.95;13.89;998.76;1019.13;3.58;31.45;19.58;5.68;0.01;0;23.46;25.46;25.84;27.84;19.48;21.48;MF
452;2017-06-19;57.56;15.04;997.21;1017.23;3.12;28.25;11.73;4.96;0;0;24.88;26.88;27.51;29.51;20.51;22.51;MF
1006;2017-06-20;60.16;16.04;996.13;1016.21;2.67;25.75;44.58;4.3;0.13;0.11;25.27;27.27;27.82;29.82;21.02;23.02;MF
113;2017-06-21;62.92;16.85;994.88;1014.86;2.35;22.76;53.82;3.77;1.06;0;25.47;27.47;27.99;29.99;21.28;23.28;MF
586;2017-06-22;65.77;16.76;995.67;1015.65;3.18;21.23;68.45;5.02;0.1;0;24.56;26.56;26.68;28.68;21.02;23.02;MF
415;2017-06-23;70.07;15.71;999.57;1019.62;3.46;24.39;85.26;5.45;0.05;0;21.86;23.86;23.08;25.08;19.82;21.82;MF
437;2017-06-24;68.1;14.53;998.43;1018.93;3.55;28.2;83.79;5.64;0.11;0.01;21.19;23.19;22.79;24.79;18.51;20.51;MF
762;2017-06-25;66.7;14.15;996.01;1016.46;3.82;30.39;79.91;6.03;0.59;0.04;21.27;23.27;22.81;24.81;18.71;20.71;MF
1120;2017-06-26;70.03;15.11;991.71;1011.99;2.73;30.59;82.57;4.41;0.69;0.07;21.28;23.28;22.91;24.91;18.57;20.57;MF
813;2017-06-27;76.65;16.12;987.1;1007.05;2.76;25.93;88.26;4.47;3.17;0.29;20.85;22.85;22.35;24.35;18.35;20.35;MF
410;2017-06-28;79.2;14.51;981.17;1001.67;3.92;28.9;89.62;6.26;9.36;0.28;18.49;20.49;19.47;21.47;16.86;18.86;MF
642;2017-06-29;74.46;11.68;982.53;1002.94;4.96;31.16;87.72;7.82;6.3;0.22;16.72;18.72;17.75;19.75;15;17;MF
838;2017-06-30;76.18;11.18;988.98;1009.15;4.72;32.03;91.14;7.47;4.36;0.17;15.83;17.83;16.87;18.87;14.11;16.11;MF
